source,target
绿 杨 饭 店 的 主 顾 有 些 变 化 但 生 意 没 有 发 生 太 大 影 响 在 外 兼 职 的 学 生 在 拿 到 薪 水 后 会 来 油 油 肠 子 做 生 意 的 学 生 还 保 留 着 学 籍 选 了 课 考 试 时 得 来 答 卷 子 平 时 也 偶 尔 来 听 听 课 他 们 来 就 要 找 些 同 学 联 络 感 情 在 绿 杨 饭 店 摆 了 桌 子 菜 哄 饮 大 嚼 抱 残 守 阙 者 有 时 觉 得 口 中 淡 出 鸟 来 就 翻 出 几 件 值 点 钱 的 东 西 拿 到 文 明 新 街 卖 最 容 易 卖 掉 的 东 西 是 工 具 书 辞 源 牛 津 字 典 到 绿 杨 饭 店 来 开 斋 有 个 四 川 同 学 家 里 寄 来 件 棉 袍 子 他 约 了 几 个 人 同 上 邮 局 取 出 来 出 了 邮 局 大 门 拆 开 包 裹 把 件 全 新 的 棉 袍 搭 在 手 臂 上 就 高 声 吆 唤 哪 个 买 这 件 棉 袍 然 后 几 个 馋 人 顿 就 把 件 新 棉 袍 吃 掉 了 昆 明 冬 天 不 冷 没 有 棉 袍 也 过 得 去,lv4 ya2ng fa4n dia4n de zhu3 gu4 yo3u xie1 bia4n hua4 da4n she1ng yi4 me2i yo3u fa1 she1ng ta4i da4 yi3ng xia3ng za4i wa4i jia1n zhi2 de xue2 she1ng za4i na2 da4o xi1n shui3 ho4u hui4 la2i yo2u yo2u cha2ng zi zuo4 she1ng yi4 de xue2 she1ng ha2i ba3o liu2 zhe xue2 ji2 xua3n le ke4 ka3o shi4 shi2 de2 la2i da2 jua3n zi pi2ng shi2 ye3 o3u e3r la2i ti1ng ti1ng ke4 ta1 men la2i jiu4 ya4o zha3o xie1 to2ng xue2 lia2n luo4 ga3n qi2ng za4i lv4 ya2ng fa4n dia4n ba3i le zhuo1 zi ca4i ho1ng yi3n da4 jue2 ba4o ca2n sho3u que1 zhe3 yo3u shi2 jue2 de2 ko3u zho1ng da4n chu1 nia3o la2i jiu4 fa1n chu1 ji3 jia4n zhi2 dia3n qia2n de do1ng xi1 na2 da4o we2n mi2ng xi1n jie1 ma4i zui4 ro2ng yi4 ma4i dia4o de do1ng xi1 shi4 go1ng ju4 shu1 ci2 yua2n niu2 ji1n zi4 dia3n da4o lv4 ya2ng fa4n dia4n la2i ka1i zha1i yo3u ge4 si4 chua1n to2ng xue2 jia1 li3 ji4 la2i jia4n mia2n pa2o zi ta1 yue1 le ji3 ge4 re2n to2ng sha4ng yo2u ju2 qu3 chu1 la2i chu1 le yo2u ju2 da4 me2n cha1i ka1i ba1o guo3 ba3 jia4n qua2n xi1n de mia2n pa2o da1 za4i sho3u bi4 sha4ng jiu4 ga1o she1ng ya1o hua4n na3 ge4 ma3i zhe4 jia4n mia2n pa2o ra2n ho4u ji3 ge4 cha2n re2n du4n jiu4 ba3 jia4n xi1n mia2n pa2o chi1 dia4o le ku1n mi2ng do1ng tia1n bu4 le3ng me2i yo3u mia2n pa2o ye3 guo4 de2 qu4
绿 杨 饭 店 的 生 意 好 过 阵 好 得 足 以 使 这 带 所 有 的 饭 馆 为 之 侧 目 这 些 饭 铺 的 老 板 伙 计 全 都 对 它 关 心 别 以 为 他 们 都 希 望 绿 杨 的 生 意 坏 他 们 知 道 绿 杨 的 生 意 要 是 坏 他 们 也 好 不 了 他 们 的 命 运 既 相 妨 又 相 共 果 然 过 了 个 高 潮 绿 杨 饭 店 走 了 下 坡 路 了 包 子 里 的 豆 芽 菜 豆 腐 干 越 掺 越 多 卖 出 去 的 包 子 越 来 越 少 时 间 很 快 过 了 两 年 了 大 学 的 学 生 有 的 干 脆 弃 学 经 商 在 外 地 跑 买 卖 甚 至 出 了 国 到 仰 光 到 加 尔 各 达 有 的 还 选 了 几 门 课 有 的 干 脆 休 了 学 离 开 书 本 离 开 学 校 也 离 开 了 绿 杨 饭 店 在 外 兼 职 的 很 多 想 到 就 要 成 家 立 业 娶 妻 生 子 不 再 胡 乱 花 钱 有 个 同 学 有 只 小 手 提 箱 里 面 粘 了 三 十 个 小 牛 皮 纸 口 袋 每 口 袋 内 装 个 月 中 每 天 的 用 度 那 群 抱 残 守 阙 的 书 呆 子 可 卖 的 衣 物 更 少 了 有 破 衣 烂 衫 找 来 卖 的 吆 唤 声 音 不 常 在 学 校 附 近 出 现 了 凤 翥 街 冷 落 了 许 多 开 饭 馆 的 江 西 人 湖 南 人 山 东 人 河 北 人 全 都 风 流 云 散 不 知 所 终 绿 杨 饭 店 还 开 着 绿 杨 饭 店 犹 如 面 镜 子 照 出 种 种 变 化 镜 子 里 是 变 色 的 猪 肝 暗 淡 的 菠 菜 半 生 的 或 霉 烂 的 西 红 柿 太 阳 光 如 匹 布 阳 光 中 游 尘 飞 舞,lv4 ya2ng fa4n dia4n de she1ng yi4 ha3o guo4 zhe4n ha3o de2 zu2 yi3 shi3 zhe4 da4i suo3 yo3u de fa4n gua3n we4i zhi1 ce4 mu4 zhe4 xie1 fa4n pu4 de la3o ba3n huo3 ji4 qua2n do1u dui4 ta1 gua1n xi1n bie2 yi3 we4i ta1 men do1u xi1 wa4ng lv4 ya2ng de she1ng yi4 hua4i ta1 men zhi1 da4o lv4 ya2ng de she1ng yi4 ya4o shi4 hua4i ta1 men ye3 ha3o bu4 le ta1 men de mi4ng yu4n ji4 xia1ng fa2ng yo4u xia1ng go4ng guo3 ra2n guo4 le ge4 ga1o cha2o lv4 ya2ng fa4n dia4n zo3u le xia4 po1 lu4 le ba1o zi li3 de do4u ya2 ca4i do4u fu3 ga4n yue4 ca4n yue4 duo1 ma4i chu1 qu4 de ba1o zi yue4 la2i yue4 sha3o shi2 jia1n he3n kua4i guo4 le lia3ng nia2n le da4 xue2 de xue2 she1ng yo3u de ga4n cui4 qi4 xue2 ji1ng sha1ng za4i wa4i de pa3o ma3i ma4i she2n zhi4 chu1 le guo2 da4o ya3ng gua1ng da4o jia1 e3r ge4 da2 yo3u de ha2i xua3n le ji3 me2n ke4 yo3u de ga4n cui4 xiu1 le xue2 li2 ka1i shu1 be3n li2 ka1i xue2 xia4o ye3 li2 ka1i le lv4 ya2ng fa4n dia4n za4i wa4i jia1n zhi2 de he3n duo1 xia3ng da4o jiu4 ya4o che2ng jia1 li4 ye4 qu3 qi1 she1ng zi bu4 za4i hu2 lua4n hua1 qia2n yo3u ge4 to2ng xue2 yo3u zhi3 xia3o sho3u ti2 xia1ng li3 mia4n zha1n le sa1n shi2 ge4 xia3o niu2 pi2 zhi3 ko3u da4i me3i ko3u da4i ne4i zhua1ng ge4 yue4 zho1ng me3i tia1n de yo4ng du4 na4 qu2n ba4o ca2n sho3u que1 de shu1 da1i zi ke3 ma4i de yi1 wu4 ge4ng sha3o le yo3u po4 yi1 la4n sha1n zha3o la2i ma4i de ya1o hua4n she1ng yi1n bu4 cha2ng za4i xue2 xia4o fu4 ji4n chu1 xia4n le fe4ng zhu4 jie1 le3ng luo4 le xu3 duo1 ka1i fa4n gua3n de jia1ng xi1 re2n hu2 na2n re2n sha1n do1ng re2n he2 be3i re2n qua2n do1u fe1ng liu2 yu2n sa4n bu4 zhi1 suo3 zho1ng lv4 ya2ng fa4n dia4n ha2i ka1i zhe lv4 ya2ng fa4n dia4n yo2u ru2 mia4n ji4ng zi zha4o chu1 zho3ng zho3ng bia4n hua4 ji4ng zi li3 shi4 bia4n se4 de zhu1 ga1n a4n da4n de bo1 ca4i ba4n she1ng de huo4 me2i la4n de xi1 ho2ng shi4 ta4i ya2ng gua1ng ru2 pi3 bu4 ya2ng gua1ng zho1ng yo2u che2n fe1i wu3
那 个 女 人 的 脸 又 黄 下 来 头 发 又 蓬 乱 了,na4 ge4 nv3 re2n de lia3n yo4u hua2ng xia4 la2i to2u fa1 yo4u pe2ng lua4n le
然 而 绿 杨 饭 店 还 是 开 着,ra2n e2r lv4 ya2ng fa4n dia4n ha2i shi4 ka1i zhe
这 当 中 我 因 病 休 了 学 病 好 后 在 乡 下 个 朋 友 主 持 的 中 学 里 教 几 点 钟 课 很 少 进 城 绿 杨 饭 店 的 情 形 可 以 说 不 知 道 年 中 只 去 过 次,zhe4 da1ng zho1ng wo3 yi1n bi4ng xiu1 le xue2 bi4ng ha3o ho4u za4i xia1ng xia4 ge4 pe2ng yo3u zhu3 chi2 de zho1ng xue2 li3 jia4o ji3 dia3n zho1ng ke4 he3n sha3o ji4n che2ng lv4 ya2ng fa4n dia4n de qi2ng xi2ng ke3 yi3 shuo1 bu4 zhi1 da4o nia2n zho1ng zhi3 qu4 guo4 ci4
个 女 同 学 病 了 我 们 去 看 她 有 人 从 黑 土 洼 采 来 了 大 把 玉 簪 花 黑 土 洼 是 昆 明 出 产 鲜 花 的 地 方 花 价 与 青 菜 价 钱 差 不 多 她 把 花 插 在 个 绿 陶 瓶 里 笑 了 笑 说 如 果 再 有 盘 白 煮 鱼 我 这 病 就 生 得 很 像 样 子 了 她 是 扬 州 人 扬 州 人 养 病 也 像 贾 府 上 样 以 清 饿 为 主 病 好 之 后 饮 食 也 极 清 淡 开 始 动 荤 腥 时 都 是 吃 椒 盐 白 煮 鱼 我 们 为 了 满 足 她 的 雅 兴 和 病 中 易 有 的 思 乡 之 情 就 商 量 去 问 问 扬 州 人 老 板 能 不 能 像 从 前 样 为 我 们 配 几 个 菜 由 我 和 个 同 学 去 办 这 件 事 老 板 答 复 得 很 慢 但 当 那 个 同 学 说 要 是 费 事 那 就 算 了 时 他 立 刻 就 决 定 了 问 什 么 时 候 南 京 人 坐 在 边 不 表 示 态 度 出 了 绿 杨 饭 店 我 半 天 没 有 说 话 同 学 问 我 是 怎 么 啦 我 说 没 有 什 么 我 在 想 那 个 饭 店,ge4 nv3 to2ng xue2 bi4ng le wo3 men qu4 ka4n ta1 yo3u re2n co2ng he1i tu3 wa1 ca3i la2i le da4 ba3 yu4 za1n hua1 he1i tu3 wa1 shi4 ku1n mi2ng chu1 cha3n xia1n hua1 de de fa1ng hua1 jia4 yu3 qi1ng ca4i jia4 qia2n cha4 bu4 duo1 ta1 ba3 hua1 cha1 za4i ge4 lv4 ta2o pi2ng li3 xia4o le xia4o shuo1 ru2 guo3 za4i yo3u pa2n ba2i zhu3 yu2 wo3 zhe4 bi4ng jiu4 she1ng de2 he3n xia4ng ya4ng zi le ta1 shi4 ya2ng zho1u re2n ya2ng zho1u re2n ya3ng bi4ng ye3 xia4ng jia3 fu3 sha4ng ya4ng yi3 qi1ng e4 we4i zhu3 bi4ng ha3o zhi1 ho4u yi3n shi2 ye3 ji2 qi1ng da4n ka1i shi3 do4ng hu1n xi1ng shi2 do1u shi4 chi1 jia1o ya2n ba2i zhu3 yu2 wo3 men we4i le ma3n zu2 ta1 de ya3 xi4ng he2 bi4ng zho1ng yi4 yo3u de si1 xia1ng zhi1 qi2ng jiu4 sha1ng lia4ng qu4 we4n we4n ya2ng zho1u re2n la3o ba3n ne2ng bu4 ne2ng xia4ng co2ng qia2n ya4ng we4i wo3 men pe4i ji3 ge4 ca4i yo2u wo3 he2 ge4 to2ng xue2 qu4 ba4n zhe4 jia4n shi4 la3o ba3n da2 fu4 de2 he3n ma4n da4n da1ng na4 ge4 to2ng xue2 shuo1 ya4o shi4 fe4i shi4 na4 jiu4 sua4n le shi2 ta1 li4 ke4 jiu4 jue2 di4ng le we4n she2n me shi2 ho4u na2n ji1ng re2n zuo4 za4i bia1n bu4 bia3o shi4 ta4i du4 chu1 le lv4 ya2ng fa4n dia4n wo3 ba4n tia1n me2i yo3u shuo1 hua4 to2ng xue2 we4n wo3 shi4 ze3n me la wo3 shuo1 me2i yo3u she2n me wo3 za4i xia3ng na4 ge4 fa4n dia4n
吃 饭 的 那 天 南 京 人 直 声 不 响 也 不 动 手 只 是 摸 摸 这 掇 掇 那 女 人 在 灶 下 烧 火 扬 州 人 掌 勺 他 头 发 白 了 几 根 了 他 不 再 那 样 潇 洒 很 像 是 个 炒 菜 师 傅 了 不 仅 他 的 纺 绸 裤 褂 好 鞋 袜 戒 指 表 链 都 没 有 了 从 他 下 菜 料 施 油 盐 用 铲 子 抄 起 将 好 的 菜 来 尝 尝 菜 好 了 敲 敲 锅 边 用 抹 布 好 脏 擦 擦 盘 子 把 刷 锅 水 往 泔 水 缸 里 倒 用 火 钳 夹 起 片 木 柴 歪 着 头 吸 烟 小 指 头 搔 搔 发 痒 的 眉 毛 鼻 子 吸 吸 吐 出 口 痰 这 些 等 等 让 人 觉 得 这 扬 州 人 全 变 了 菜 都 上 了 桌 他 从 桌 子 底 下 拉 过 张 板 凳 接 过 腿 的 坐 下 第 句 话 就 是,chi1 fa4n de na4 tia1n na2n ji1ng re2n zhi2 she1ng bu4 xia3ng ye3 bu4 do4ng sho3u zhi3 shi4 mo1 mo1 zhe4 duo1 duo1 na4 nv3 re2n za4i za4o xia4 sha1o huo3 ya2ng zho1u re2n zha3ng sha2o ta1 to2u fa1 ba2i le ji3 ge1n le ta1 bu4 za4i na4 ya4ng xia1o sa3 he3n xia4ng shi4 ge4 cha3o ca4i shi1 fu4 le bu4 ji3n ta1 de fa3ng cho2u ku4 gua4 ha3o xie2 wa4 jie4 zhi3 bia3o lia4n do1u me2i yo3u le co2ng ta1 xia4 ca4i lia4o shi1 yo2u ya2n yo4ng cha3n zi cha1o qi3 jia1ng ha3o de ca4i la2i cha2ng cha2ng ca4i ha3o le qia1o qia1o guo1 bia1n yo4ng mo3 bu4 ha3o za4ng ca1 ca1 pa2n zi ba3 shua1 guo1 shui3 wa3ng ga1n shui3 ga1ng li3 da4o yo4ng huo3 qia2n jia1 qi3 pia4n mu4 cha2i wa1i zhe to2u xi1 ya1n xia3o zhi3 to2u sa1o sa1o fa1 ya3ng de me2i ma2o bi2 zi xi1 xi1 tu3 chu1 ko3u ta2n zhe4 xie1 de3ng de3ng ra4ng re2n jue2 de2 zhe4 ya2ng zho1u re2n qua2n bia4n le ca4i do1u sha4ng le zhuo1 ta1 co2ng zhuo1 zi di3 xia4 la1 guo4 zha1ng ba3n de4ng jie1 guo4 tui3 de zuo4 xia4 di4 ju4 hua4 jiu4 shi4
什 么 都 贵 了 生 意 真 不 好 做,she2n me do1u gui4 le she1ng yi4 zhe1n bu4 ha3o zuo4
听 到 这 句 话 南 京 人 回 过 头 来 向 我 们 这 边 看 了 看 脸 色 很 不 好 看 南 京 人 是 点 也 没 有 走 样 他 那 个 扁 扁 的 大 鼻 子 教 我 们 想 起 前 天 应 该 跟 他 商 量 才 对 这 种 平 常 不 做 的 家 乡 菜 费 工 费 事 扬 州 人 又 讲 面 子 收 的 钱 很 少 虽 不 赔 本 但 没 有 多 少 赚 头 南 京 人 定 很 不 高 兴 他 的 不 高 兴 分 明 地 写 在 他 的 脸 上 我 觉 得 这 两 个 人 这 两 天 定 吵 了 架 不 定 是 为 我 们 这 顿 饭 而 吵 的 希 望 不 是 而 且 从 他 们 之 间 的 神 气 上 看 早 已 不 很 融 洽 了 开 始 吵 架 已 经 颇 久 的 事 了 照 例 大 概 是 南 京 人 嘟 嘟 囔 囔 扬 州 人 声 不 响 可 能 总 是 那 个 女 人 为 点 小 事 和 南 京 人 拌 嘴 吵 着 吵 着 就 牵 扯 起 过 去 许 多 不 痛 快 的 事 可 以 接 连 吵 几 天 事 情 很 清 楚 南 京 人 现 在 的 股 本 不 比 扬 州 人 少 扬 州 人 两 口 子 吃 穿 南 京 人 是 光 棍 个 他 们 之 间 不 会 有 什 么 会 计 制 度 收 支 都 是 篇 糊 涂 帐 从 扬 州 人 的 衰 萎 的 体 态 看 起 来 我 疑 心 他 是 不 是 有 时 也 抽 口 把 鸦 片 烟 唔 要 是 当 真 那 可,ti1ng da4o zhe4 ju4 hua4 na2n ji1ng re2n hui2 guo4 to2u la2i xia4ng wo3 men zhe4 bia1n ka4n le ka4n lia3n se4 he3n bu4 ha3o ka4n na2n ji1ng re2n shi4 dia3n ye3 me2i yo3u zo3u ya4ng ta1 na4 ge4 bia3n bia3n de da4 bi2 zi jia4o wo3 men xia3ng qi3 qia2n tia1n yi1ng ga1i ge1n ta1 sha1ng lia4ng ca2i dui4 zhe4 zho3ng pi2ng cha2ng bu4 zuo4 de jia1 xia1ng ca4i fe4i go1ng fe4i shi4 ya2ng zho1u re2n yo4u jia3ng mia4n zi sho1u de qia2n he3n sha3o sui1 bu4 pe2i be3n da4n me2i yo3u duo1 sha3o zhua4n to2u na2n ji1ng re2n di4ng he3n bu4 ga1o xi4ng ta1 de bu4 ga1o xi4ng fe1n mi2ng de xie3 za4i ta1 de lia3n sha4ng wo3 jue2 de2 zhe4 lia3ng ge4 re2n zhe4 lia3ng tia1n di4ng cha3o le jia4 bu4 di4ng shi4 we4i wo3 men zhe4 du4n fa4n e2r cha3o de xi1 wa4ng bu4 shi4 e2r qie3 co2ng ta1 men zhi1 jia1n de she2n qi4 sha4ng ka4n za3o yi3 bu4 he3n ro2ng qia4 le ka1i shi3 cha3o jia4 yi3 ji1ng po3 jiu3 de shi4 le zha4o li4 da4 ga4i shi4 na2n ji1ng re2n du1 du1 na1ng na1ng ya2ng zho1u re2n she1ng bu4 xia3ng ke3 ne2ng zo3ng shi4 na4 ge4 nv3 re2n we4i dia3n xia3o shi4 he2 na2n ji1ng re2n ba4n zui3 cha3o zhe cha3o zhe jiu4 qia1n che3 qi3 guo4 qu4 xu3 duo1 bu4 to4ng kua4i de shi4 ke3 yi3 jie1 lia2n cha3o ji3 tia1n shi4 qi2ng he3n qi1ng chu3 na2n ji1ng re2n xia4n za4i de gu3 be3n bu4 bi3 ya2ng zho1u re2n sha3o ya2ng zho1u re2n lia3ng ko3u zi chi1 chua1n na2n ji1ng re2n shi4 gua1ng gu4n ge4 ta1 men zhi1 jia1n bu4 hui4 yo3u she2n me hui4 ji4 zhi4 du4 sho1u zhi1 do1u shi4 pia1n hu2 tu2 zha4ng co2ng ya2ng zho1u re2n de shua1i we1i de ti3 ta4i ka4n qi3 la2i wo3 yi2 xi1n ta1 shi4 bu4 shi4 yo3u shi2 ye3 cho1u ko3u ba3 ya1 pia4n ya1n wu2 ya4o shi4 da1ng zhe1n na4 ke3
我 看 看 南 京 人 的 肥 厚 的 手 掌 和 粗 短 的 指 头 忽 然 很 同 情 他 似 乎 他 的 后 脑 勺 没 有 堆 得 更 高 全 是 扬 州 人 的 责 任,wo3 ka4n ka4n na2n ji1ng re2n de fe2i ho4u de sho3u zha3ng he2 cu1 dua3n de zhi3 to2u hu1 ra2n he3n to2ng qi2ng ta1 shi4 hu1 ta1 de ho4u na3o sha2o me2i yo3u dui1 de2 ge4ng ga1o qua2n shi4 ya2ng zho1u re2n de ze2 re4n
到 我 复 学 时 学 校 各 处 都 还 是 那 样 但 又 似 乎 有 些 变 化 都 有 种 顺 天 知 命 随 遇 而 安 的 样 子 大 图 书 馆 还 有 那 么 些 人 坐 着 看 书 指 定 参 考 书 不 够 然 而 要 多 少 本 才 够 呢 于 是 就 够 了 草 顶 泥 墙 的 宿 舍 还 没 有 间 坍 圮 的 间 宿 舍 还 是 住 四 十 人 间 宿 舍 住 四 十 人 太 多 了 然 而 多 少 人 住 屋 才 算 合 理 个 人 每 天 需 要 多 久 时 间 的 孤 独 于 是 这 样 也 挺 好 生 物 系 的 新 生 都 要 抄 个 表 人 的 正 常 消 耗 是 多 少 卡 路 里 他 们 就 想 不 出 办 法 取 得 这 些 卡 路 里 个 教 授 研 究 人 们 吃 的 刺 梨 和 云 南 橄 榄 所 含 的 维 他 命 这 位 教 授 身 上 的 维 他 命 就 相 当 不 足 路 边 的 树 都 长 得 很 高 了 在 月 光 中 布 下 黑 影 树 影 月 光 如 梦 如 水 学 校 里 平 平 静 静 年 之 中 没 有 人 自 杀 也 没 有 人 发 疯 也 听 不 到 有 人 痛 哭 绿 杨 饭 店 已 经 搬 了 家 在 学 校 的 门 外 搭 了 个 永 远 像 明 天 就 会 拆 去 的 草 棚 子 卖 包 子 卖 面,da4o wo3 fu4 xue2 shi2 xue2 xia4o ge4 chu4 do1u ha2i shi4 na4 ya4ng da4n yo4u shi4 hu1 yo3u xie1 bia4n hua4 do1u yo3u zho3ng shu4n tia1n zhi1 mi4ng sui2 yu4 e2r a1n de ya4ng zi da4 tu2 shu1 gua3n ha2i yo3u na4 me xie1 re2n zuo4 zhe ka4n shu1 zhi3 di4ng ca1n ka3o shu1 bu4 go4u ra2n e2r ya4o duo1 sha3o be3n ca2i go4u ne yu2 shi4 jiu4 go4u le ca3o di3ng ni2 qia2ng de su4 she3 ha2i me2i yo3u jia1n ta1n pi3 de jia1n su4 she3 ha2i shi4 zhu4 si4 shi2 re2n jia1n su4 she3 zhu4 si4 shi2 re2n ta4i duo1 le ra2n e2r duo1 sha3o re2n zhu4 wu1 ca2i sua4n he2 li3 ge4 re2n me3i tia1n xu1 ya4o duo1 jiu3 shi2 jia1n de gu1 du2 yu2 shi4 zhe4 ya4ng ye3 ti3ng ha3o she1ng wu4 xi4 de xi1n she1ng do1u ya4o cha1o ge4 bia3o re2n de zhe4ng cha2ng xia1o ha4o shi4 duo1 sha3o ka3 lu4 li3 ta1 men jiu4 xia3ng bu4 chu1 ba4n fa3 qu3 de2 zhe4 xie1 ka3 lu4 li3 ge4 jia4o sho4u ya2n jiu1 re2n men chi1 de ci4 li2 he2 yu2n na2n ga3n la3n suo3 ha2n de we2i ta1 mi4ng zhe4 we4i jia4o sho4u she1n sha4ng de we2i ta1 mi4ng jiu4 xia1ng da1ng bu4 zu2 lu4 bia1n de shu4 do1u zha3ng de2 he3n ga1o le za4i yue4 gua1ng zho1ng bu4 xia4 he1i yi3ng shu4 yi3ng yue4 gua1ng ru2 me4ng ru2 shui3 xue2 xia4o li3 pi2ng pi2ng ji4ng ji4ng nia2n zhi1 zho1ng me2i yo3u re2n zi4 sha1 ye3 me2i yo3u re2n fa1 fe1ng ye3 ti1ng bu4 da4o yo3u re2n to4ng ku1 lv4 ya2ng fa4n dia4n yi3 ji1ng ba1n le jia1 za4i xue2 xia4o de me2n wa4i da1 le ge4 yo3ng yua3n xia4ng mi2ng tia1n jiu4 hui4 cha1i qu4 de ca3o pe2ng zi ma4i ba1o zi ma4i mia4n
这 个 饭 店 是 每 下 愈 况 了 南 京 人 的 脾 气 变 得 很 暴 躁 背 着 这 爿 半 死 不 活 的 饭 店 他 简 直 无 计 可 施 然 而 扔 下 它 又 似 乎 不 行 他 有 点 自 暴 自 弃 起 来 时 常 看 他 弄 了 碗 市 酒 闷 闷 地 喝 他 的 络 腮 胡 子 乌 猛 猛 的 忽 然 把 拳 头 擂 桌 子 大 骂 起 来 他 不 知 骂 谁 才 好 若 是 扬 州 人 和 他 样 的 强 壮 他 也 许 会 跳 过 去 对 着 他 的 鼻 子 就 是 拳 然 而 扬 州 人 是 股 窝 囊 样 子 折 垂 了 脖 子 木 然 地 看 着 哄 在 块 骨 头 上 的 堆 苍 蝇 南 京 人 看 着 他 这 副 倒 霉 样 子 股 邪 火 从 脚 心 直 升 上 来 扬 州 人 的 身 体 越 来 越 不 行 了 背 佝 偻 得 很 厉 害 他 的 嘴 角 老 是 搭 拉 着 嘴 老 是 半 张 着 他 老 是 用 左 手 捋 着 右 臂 的 衣 袖 上 下 推 移 又 不 是 搔 痒 不 知 道 干 什 么 他 的 头 发 还 是 向 后 梳 着 的 是 用 水 湿 了 梳 的 毫 无 光 泽 令 人 难 过 有 人 来 了 他 机 械 地 站 起 来 机 械 地 走 动 用 块 黑 透 了 的 抹 布 骗 人 似 的 抹 抹 桌 子 抹 完 了 往 肩 上 搭,zhe4 ge4 fa4n dia4n shi4 me3i xia4 yu4 kua4ng le na2n ji1ng re2n de pi2 qi4 bia4n de2 he3n ba4o za4o be4i zhe zhe4 pa2n ba4n si3 bu4 huo2 de fa4n dia4n ta1 jia3n zhi2 wu2 ji4 ke3 shi1 ra2n e2r re1ng xia4 ta1 yo4u shi4 hu1 bu4 xi2ng ta1 yo3u dia3n zi4 ba4o zi4 qi4 qi3 la2i shi2 cha2ng ka4n ta1 no4ng le wa3n shi4 jiu3 me4n me4n de he1 ta1 de luo4 sa1i hu2 zi wu1 me3ng me3ng de hu1 ra2n ba3 qua2n to2u le2i zhuo1 zi da4 ma4 qi3 la2i ta1 bu4 zhi1 ma4 she2i ca2i ha3o ruo4 shi4 ya2ng zho1u re2n he2 ta1 ya4ng de qia2ng zhua4ng ta1 ye3 xu3 hui4 tia4o guo4 qu4 dui4 zhe ta1 de bi2 zi jiu4 shi4 qua2n ra2n e2r ya2ng zho1u re2n shi4 gu3 wo1 na2ng ya4ng zi zhe2 chui2 le bo2 zi mu4 ra2n de ka4n zhe ho1ng za4i kua4i gu3 to2u sha4ng de dui1 ca1ng yi2ng na2n ji1ng re2n ka4n zhe ta1 zhe4 fu4 da4o me2i ya4ng zi gu3 xie2 huo3 co2ng jia3o xi1n zhi2 she1ng sha4ng la2i ya2ng zho1u re2n de she1n ti3 yue4 la2i yue4 bu4 xi2ng le be4i go1u lo2u de2 he3n li4 ha4i ta1 de zui3 jia3o la3o shi4 da1 la1 zhe zui3 la3o shi4 ba4n zha1ng zhe ta1 la3o shi4 yo4ng zuo3 sho3u lv3 zhe yo4u bi4 de yi1 xiu4 sha4ng xia4 tui1 yi2 yo4u bu4 shi4 sa1o ya3ng bu4 zhi1 da4o ga4n she2n me ta1 de to2u fa1 ha2i shi4 xia4ng ho4u shu1 zhe de shi4 yo4ng shui3 shi1 le shu1 de ha2o wu2 gua1ng ze2 li4ng re2n na2n guo4 yo3u re2n la2i le ta1 ji1 xie4 de zha4n qi3 la2i ji1 xie4 de zo3u do4ng yo4ng kua4i he1i to4u le de mo3 bu4 pia4n re2n shi4 de mo3 mo3 zhuo1 zi mo3 wa2n le wa3ng jia1n sha4ng da1
吃 什 么 有 包 子 有 面 牛 肉 面 炸 酱 面 菠 菜 猪 肝 面,chi1 she2n me yo3u ba1o zi yo3u mia4n niu2 ro4u mia4n zha4 jia4ng mia4n bo1 ca4i zhu1 ga1n mia4n
声 音 空 洞 而 冷 漠 客 人 的 食 欲 就 教 他 那 个 神 气 那 个 声 音 压 低 了 半 你 看 看 那 个 荒 凉 污 黑 的 货 架 看 到 西 红 柿 上 的 黑 斑 你 想 到 这 块 是 煮 不 烂 的 看 到 个 大 而 无 当 的 盘 子 里 的 两 三 个 鸡 蛋 这 鸡 蛋 定 是 散 黄 的 你 还 会 想 起 扬 州 人 向 你 解 释 过 的 鸡 蛋 散 黄 是 蚊 子 叮 的 你 想 起 孑 孓 在 水 里 翻 跟 斗 吃 什 么 呢 你 简 直 没 有 主 意 你 就 随 便 说 个 牛 肉 面 吧 扬 州 人 捋 着 他 的 袖 子,she1ng yi1n ko1ng do4ng e2r le3ng mo4 ke4 re2n de shi2 yu4 jiu4 jia4o ta1 na4 ge4 she2n qi4 na4 ge4 she1ng yi1n ya1 di1 le ba4n ni3 ka4n ka4n na4 ge4 hua1ng lia2ng wu1 he1i de huo4 jia4 ka4n da4o xi1 ho2ng shi4 sha4ng de he1i ba1n ni3 xia3ng da4o zhe4 kua4i shi4 zhu3 bu4 la4n de ka4n da4o ge4 da4 e2r wu2 da1ng de pa2n zi li3 de lia3ng sa1n ge4 ji1 da4n zhe4 ji1 da4n di4ng shi4 sa4n hua2ng de ni3 ha2i hui4 xia3ng qi3 ya2ng zho1u re2n xia4ng ni3 jie3 shi4 guo4 de ji1 da4n sa4n hua2ng shi4 we2n zi di1ng de ni3 xia3ng qi3 jie2 jue2 za4i shui3 li3 fa1n ge1n do4u chi1 she2n me ne ni3 jia3n zhi2 me2i yo3u zhu3 yi4 ni3 jiu4 sui2 bia4n shuo1 ge4 niu2 ro4u mia4n ba ya2ng zho1u re2n lv3 zhe ta1 de xiu4 zi
嗷 牛 肉 面 碗,a2o niu2 ro4u mia4n wa3n
